000918 300成长 日线
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
01/21/2008;5663.60;5675.99;5320.41;5348.55;15391745;44588826624.000
01/22/2008;5218.51;5233.62;4895.06;4947.18;19652169;55204290560.000
01/23/2008;4984.19;5149.19;4933.92;5145.90;15520526;44673093632.000
01/24/2008;5215.19;5235.38;5080.05;5181.80;16025172;45353938944.000
01/25/2008;5180.19;5311.52;5121.72;5264.39;15345434;43455262720.000
01/28/2008;5217.80;5217.80;4892.54;4917.69;12564802;34338738176.000
01/29/2008;4925.41;5036.06;4874.20;4939.00;9292189;24979113984.000
01/30/2008;5003.76;5048.45;4773.62;4880.32;11785470;33013069824.000
01/31/2008;4868.23;4905.05;4797.32;4807.00;10833294;28184743936.000
02/01/2008;4811.31;4860.55;4627.86;4779.50;11445890;29080078336.000
02/04/2008;4913.32;5175.07;4913.32;5173.15;14172580;40078233600.000
02/05/2008;5161.22;5223.95;5092.55;5139.16;13418772;36901498880.000
02/13/2008;5057.64;5074.04;4971.23;5003.14;6902076;19050932224.000
02/14/2008;5047.57;5103.24;5030.39;5070.87;6158715;17370836992.000
02/15/2008;5030.73;5031.77;4920.36;4990.08;6920655;19325261824.000
02/18/2008;5056.48;5119.38;5024.10;5085.97;8846802;24261804032.000
02/19/2008;5102.75;5193.56;5057.19;5193.52;11865078;31865352192.000
02/20/2008;5203.40;5245.41;5076.28;5080.42;12550309;36849532928.000
02/21/2008;5045.73;5082.45;4945.07;5030.11;10148299;27012802560.000
02/22/2008;5001.59;5001.59;4792.96;4839.88;11967185;32699879424.000
02/25/2008;4844.67;4867.42;4623.03;4630.76;9590183;25729527808.000
02/26/2008;4752.33;4782.23;4492.83;4620.81;10529377;29659604992.000
02/27/2008;4653.04;4801.23;4618.52;4769.77;9814255;27759712256.000
02/28/2008;4782.44;4806.59;4728.81;4757.29;7475379;20259731456.000
02/29/2008;4754.72;4830.55;4730.48;4807.30;6868177;19065632768.000
03/03/2008;4779.86;4944.40;4732.32;4926.33;12250160;34143178752.000
03/04/2008;4958.78;4983.10;4785.17;4798.12;14030963;38002978816.000
03/05/2008;4779.58;4817.76;4632.17;4751.28;12116565;30180038656.000
03/06/2008;4767.33;4890.46;4713.10;4825.81;14695534;38255775744.000
03/07/2008;4776.67;4849.58;4735.22;4767.29;10350364;29161914368.000
03/10/2008;4725.17;4725.25;4538.58;4564.15;10637643;27727726592.000
03/11/2008;4522.46;4573.00;4444.46;4573.00;8909090;23968458752.000
03/12/2008;4675.65;4695.64;4435.73;4439.65;9042533;25347110912.000
03/13/2008;4393.04;4429.26;4261.89;4332.84;11443936;30243057664.000
03/14/2008;4317.32;4345.33;4235.42;4309.79;8375535;21588568064.000
03/17/2008;4289.44;4289.44;4139.27;4147.73;10192054;26203668480.000
03/18/2008;4108.43;4181.89;3889.69;3953.73;12141123;28765583360.000
03/19/2008;4037.05;4157.15;3976.37;4092.73;13722655;34607820800.000
03/20/2008;4032.96;4226.40;3836.64;4182.36;16183667;39344599040.000
03/21/2008;4177.35;4256.85;4134.65;4194.66;13268867;32412581888.000
03/24/2008;4244.92;4258.78;3999.45;4000.74;11184699;28083124224.000
03/25/2008;3918.39;4065.62;3883.90;4020.72;12095800;28462424064.000
03/26/2008;4044.96;4128.87;4009.28;4035.07;10399469;25117849600.000
03/27/2008;3957.81;3994.35;3866.16;3869.52;11922719;26469021696.000
03/28/2008;3833.92;4070.24;3797.67;4061.94;15194428;36293644288.000
03/31/2008;3940.54;4031.95;3923.25;3938.02;10175576;24189018112.000
04/01/2008;3924.05;3964.97;3733.02;3763.17;12388321;28543664128.000
04/02/2008;3809.02;3908.28;3699.78;3772.10;15050677;34855362560.000
04/03/2008;3735.03;3884.89;3670.25;3874.05;11788700;26600695808.000
04/07/2008;3837.19;4086.19;3804.48;4076.90;14846900;35809366016.000
04/08/2008;4081.84;4174.15;4049.80;4113.72;15631515;37362020352.000
04/09/2008;4074.87;4125.97;3903.52;3903.97;13886744;30923673600.000
04/10/2008;3858.39;3967.76;3829.00;3967.76;10433485;21892591616.000
04/11/2008;4019.98;4053.78;3971.75;3998.10;8967479;20706942976.000
04/14/2008;3904.06;3916.11;3710.17;3721.95;12454306;27007881216.000
04/15/2008;3697.35;3760.10;3579.72;3759.30;12387965;25614700544.000
04/16/2008;3746.31;3767.62;3666.98;3674.31;9028029;18611562496.000
04/17/2008;3683.30;3752.94;3537.84;3580.79;10594100;22611359744.000
04/18/2008;3549.60;3596.92;3442.92;3481.97;10433197;21000814592.000
04/21/2008;3757.10;3757.10;3418.90;3472.44;15413643;33684267008.000
04/22/2008;3397.29;3505.77;3306.81;3501.62;11413512;23050596352.000
04/23/2008;3465.63;3680.32;3445.42;3661.30;15754396;33325611008.000
04/24/2008;3965.25;4011.74;3892.39;4005.54;31052651;66890895360.000
04/25/2008;4044.24;4156.87;3995.61;4050.68;31156011;73779773440.000
04/28/2008;3983.62;4026.11;3935.39;3950.60;18425048;43334844416.000
04/29/2008;3916.33;4011.01;3911.46;3995.56;16806373;41016799232.000
04/30/2008;4007.66;4203.94;4007.28;4188.17;26674683;63321460736.000
05/05/2008;4243.53;4291.83;4203.79;4288.78;23284978;54917042176.000
05/06/2008;4254.10;4310.30;4179.98;4241.28;21183976;52455059456.000
05/07/2008;4213.25;4276.17;4032.09;4032.29;19421880;48155500544.000
05/08/2008;3977.89;4125.01;3962.45;4124.52;14621863;35802308608.000
05/09/2008;4164.80;4175.29;3978.17;4049.18;19271081;45012824064.000
05/12/2008;3957.17;4122.25;3911.65;4063.38;15531418;36480077824.000
05/13/2008;3943.90;4074.63;3932.63;3991.71;14977802;30559094784.000
05/14/2008;3976.32;4122.49;3976.10;4122.13;16540318;36539809792.000
05/15/2008;4157.14;4192.00;4093.40;4094.51;17398449;36033298432.000
05/16/2008;4093.15;4130.43;4043.98;4093.18;15974102;31762546688.000
05/19/2008;4080.09;4083.48;4007.81;4050.56;11083690;22980003840.000
05/20/2008;4044.85;4082.67;3825.18;3835.72;14912784;29915000832.000
05/21/2008;3797.19;3932.12;3717.93;3917.62;16341217;33277145088.000
05/22/2008;3857.48;3911.40;3827.35;3830.23;14035405;29443536896.000
05/23/2008;3815.01;3863.47;3752.19;3785.26;12436649;23967600640.000
05/26/2008;3751.27;3751.27;3658.20;3667.21;10859624;21388834816.000
05/27/2008;3658.45;3707.49;3645.57;3686.87;10315043;20440473600.000
05/28/2008;3694.64;3824.61;3669.70;3797.96;12679862;25721452544.000
05/29/2008;3781.78;3803.85;3691.77;3696.39;12613380;24222570496.000
05/30/2008;3703.34;3742.87;3669.40;3734.14;11918466;24223215616.000
06/02/2008;3720.45;3767.46;3698.47;3738.85;10200286;19799185408.000
06/03/2008;3736.22;3753.29;3691.03;3721.82;9252895;17505673216.000
06/04/2008;3711.27;3718.46;3617.70;3663.47;10563895;19541776384.000
06/05/2008;3643.77;3662.41;3600.95;3635.98;9125406;17038656512.000
06/06/2008;3641.06;3649.51;3583.95;3603.54;7693464;14346640384.000
06/10/2008;3448.69;3459.67;3285.82;3311.17;12502289;22828324864.000
06/11/2008;3253.10;3288.80;3192.79;3240.69;11820583;21258811392.000
06/12/2008;3221.14;3248.29;3118.06;3177.54;12727735;22472931328.000
06/13/2008;3178.53;3197.83;3057.58;3061.60;10290636;17083538432.000
06/16/2008;3065.93;3105.07;2981.87;3045.31;10951989;17134422016.000
